LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF
,,PD,P,SUBPRIME,P,CONV,1,0.08625,141000,7/12/06,9/1/06,112548,360,309,540,No PMI Insurance,Charlotte,NC,28269,,0.07625,0.14625,0.08625,,0.01,,12,6W1BD,8/1/09,0.01,12,0,,12,60 DPD,0,,,131358,4/23/09,111516.15,0.08625,11/30/10,560,N,Y,,,N,,,5000
,,SF,P,ALT A,C,CONV,1,0.05875,355000,4/29/04,7/1/04,247700,360,284,360,No PMI Insurance,Fontana,CA,92336,,,,,,,,,,,,,,,,90 DPD,0,,,250000,12/7/10,224791.09,0.05875,12/11/10,409,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,1,0.0999,125000,12/26/01,2/1/02,91500,360,252,0,No PMI Insurance,West Allis,WI,53214,644,0.0699,0.1699,0.0999,,0.015,0,6,6W1BD,6/1/04,0.015,6,0,,6,CURRENT,0,,,,,85016.53,0.0999,12/11/10,695,N,Y,,,N,,,5000
,,PD,P,ALT A,P,CONV,1,0.0775,155000,4/27/06,6/1/06,120050,360,324,360,No PMI Insurance,Douglasville,GA,30135,,,,,,,,,,,,,,,,FC,0,,8/27/09,89000,11/24/10,120026.3,0.0775,7/8/09,514,N,N,,,N,,,2500
,,PD,I,SUBPRIME,P,CONV,1,0.07,72000,9/30/02,11/1/02,57375,341,316,341,No PMI Insurance,Pompano Beach,FL,33061,516,,,,,,0,,,,,,,,,30 DPD,0,11/14/08,,47000,12/14/10,57090.23,0.07,12/27/10,487,N,Y,,,N,,,5000
,,SF,P,PRIME,R,CONV,1,0.066,118500,2/19/04,4/1/04,112575,360,290,360,No PMI Insurance,Canton,SD,57013,,0.045,0.126,0.066,,0.01,,6,6WSLB,3/1/07,0.01,6,0,,6,FC,0,,8/19/08,120000,10/25/10,105085.31,0.066,9/3/10,534,N,N,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.095,273000,7/5/06,9/1/06,54600,360,308,480,No PMI Insurance,North Port,FL,34286,669,,,,,,,,,,,,,,,30 DPD,0,,,150000,10/8/10,53729.21,0.095,12/20/10,581,N,Y,215263.74,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.087,79000,12/29/03,2/1/04,63200,360,281,0,No PMI Insurance,Wadmalaw Island,SC,29487,538,,,,,,0,,,,,,,,,REPERF,0,,,90000,11/11/10,59368.23,0.087,12/20/10,525,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.089,100000,12/29/03,2/1/04,75000,361,277,406,No PMI Insurance,Alanson,MI,49706,602,,,,,,0,,,,,,,,,CURRENT,0,11/18/10,,62000,11/19/10,76515.22,0.089,12/10/10,577,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,PMI,1,0.0675,188000,4/12/07,6/1/07,187900,360,316,360,Mortgage Guaranty Co,Glenrock,WY,82637,,,,,,,,,,,,,,,,CURRENT,0,,,,,179502.56,0.0675,12/15/10,649,N,N,,,N,,,2500
,,SF,P,PRIME,P,PMI,1,0.08375,479000,8/22/03,10/1/03,403750,360,299,360,Radian Guaranty Inc,Miami,FL,33157,,,,,,,,,,,,,,,,FC,0,,1/21/09,400000,12/9/10,384768.71,0.08375,,561,N,N,,,N,,,33660
,,SF,P,SUBPRIME,P,PMI,1,0.04375,190000,7/31/07,9/1/07,180000,333,323,333,Radian Guaranty Inc,Richmond,VA,23294,,,,,,,,,,,,,,,,90 DPD,0,12/2/09,,129900,10/28/10,175621.86,0.04375,11/16/10,556,N,N,,,N,,,2500
,,SF,I,ALT A,P,CONV,1,0.0675,149000,5/1/03,7/1/03,90100,360,297,360,No PMI Insurance,Port St. Lucie,FL,34986,,,,,,,,,,,,,,,,FC,0,,3/12/09,116000,10/1/10,84150.18,0.0675,,456,N,N,,,N,,,2500
,,SF,P,PRIME,C,CONV,1,0.0625,620000,11/25/02,1/1/03,465000,360,263,360,No PMI Insurance,Chula Vista,CA,91910,,,,,,,,,,,,,,,,CURRENT,0,,,450000,10/11/10,410227.1,0.0625,12/28/10,459,N,N,,,N,,,2500
,,SF,P,SUBPRIME,P,CONV,1,0.0725,390000,8/12/05,10/1/05,312000,360,327,0,No PMI Insurance,Brentwood,NY,11717,657,0.0617,0.1325,0.0725,,0.015,0,6,6WSLB,9/1/07,0.015,6,0,,6,FC,0,,8/8/09,203000,7/22/10,304200.12,0.1,5/16/08,511,N,Y,,,N,,,5000
,,2F,P,ALT A,P,CONV,1,0.065,196000,11/22/06,1/1/07,156800,360,341,360,No PMI Insurance,Webster,MA,1570,,,,,,,,,,,,,,,,90 DPD,0,,,89900,12/21/10,154127.63,0.065,,505,N,N,,,N,,,2500
,,MA,P,SUBPRIME,,CONV,1,0.085,68000,6/24/05,8/1/05,42000,360,294,360,No PMI Insurance,Talala,OK,74080,614,,,,,,,,,,,,,,,CURRENT,0,,,,,39615.88,0.085,12/17/10,540,N,Y,,,N,,,5000
,,CO,P,SUBPRIME,P,PMI,1,0.0725,111900,6/29/07,8/1/07,111900,360,318,360,United Guaranty Ins,Rochester,MN,55904,,,,,,,,,,,,,,,,CURRENT,0,,,78880,2/9/10,107852.29,0.0725,12/10/10,737,N,N,,,N,,,2500
,,MA,P,SUBPRIME,R,CONV,1,0.11275,63000,5/24/96,7/1/96,52800,360,187,0,No PMI Insurance,Augusta,GA,30906,589,,,,,,0,,,,,,,,,60 DPD,0,,,35000,11/28/05,45260.3,0.11275,11/27/10,684,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.05625,325000,7/15/05,9/1/05,260000,360,302,360,No PMI Insurance,Sacramento,CA,95820,,,,,,,,,,,,,,,,90 DPD,0,,,140000,12/31/10,259468.3,0.05625,8/27/10,531,N,N,,,N,,,2500
,,SF,I,SUBPRIME,C,CONV,1,0.108,36000,12/21/00,2/1/01,25200,240,120,0,No PMI Insurance,Killeen,TX,76542,546,,,,,,0,,,,,,,,,CURRENT,0,,,,,17779.92,0.108,12/3/10,642,N,Y,,,N,,,5000
,,24,I,SUBPRIME,R,CONV,1,0.0835,68000,6/4/03,7/1/03,57800,360,269,0,No PMI Insurance,Niagara Falls,NY,14304,642,,,,,,0,,,,,,,,,CURRENT,0,,,,,52863.44,0.0835,12/8/10,735,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0999,320000,1/19/01,3/1/01,80000,360,307,0,No PMI Insurance,Austin,TX,78703,471,,,,,,0,,,,,,,,,FC,0,,10/31/05,350000,9/28/10,77704.23,0.0999,6/3/05,489,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.08463,160000,5/24/06,7/1/06,128000,360,305,360,No PMI Insurance,Canton,GA,30115,,,,,,,,,,,,,,,,CURRENT,0,,,,,122886.77,0.08463,12/10/10,668,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.06625,240000,10/15/04,12/1/04,192000,360,286,0,No PMI Insurance,Lee,NH,3824,683,,,,,,0,,,,,,,,,CURRENT,0,,,240000,9/16/06,176821.33,0.06625,12/21/10,651,N,Y,,,N,,,1500
,,SF,I,SUBPRIME,R,CONV,1,0.0845,420000,4/11/06,6/1/06,336000,360,328,480,No PMI Insurance,Rancho Cucamonga,CA,91739,,,,,,,,,,,,,,,,FC,0,,12/22/08,250000,2/8/10,333086.45,0.0845,10/14/09,543,N,N,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,2,0.116,228000,12/30/04,2/1/05,45600,360,289,0,No PMI Insurance,Newark,DE,19702,615,,,,,,0,,,,,,,,,30 DPD,0,,,238739,8/7/09,44142.33,0.116,12/11/10,462,N,Y,182443.2,6/2/08,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0699,93000,3/25/03,5/1/03,83700,360,267,0,No PMI Insurance,South Bend,IN,46635,707,,,,,,0,,,,,,,,,CURRENT,0,,,,,70526.67,0.0699,12/6/10,803,N,N,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.08125,250000,10/12/06,12/1/06,195920,360,310,360,No PMI Insurance,Murfreesboro,TN,37127,652,,,,,,,,,,,,,,,CURRENT,0,,,,,188502.52,0.08125,12/13/10,730,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,PMI,1,0.0872,72000,4/25/03,6/1/03,64800,247,155,157,Mortgage Guaranty Co,Cincinnati,OH,45229,669,,,,,,0,,,,,,,,,CURRENT,0,11/11/10,,15000,6/25/10,57044.33,0.0872,12/13/10,527,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,PMI,1,0.0675,77000,3/22/07,5/1/07,72700,360,323,360,United Guaranty Ins,Joplin,MO,64804,,,,,,,,,,,,,,,,90 DPD,0,,,65000,9/29/10,70189.63,0.0675,8/31/10,393,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,1,0.06875,159000,11/22/04,1/1/05,124500,360,287,360,No PMI Insurance,Flushing,MI,48433,,,,,,,,,,,,,,,,CURRENT,0,,,,,115153.19,0.06875,12/1/10,689,N,N,,,N,,,2500
,,SF,P,SUBPRIME,R,CONV,1,0.0625,375000,12/27/02,2/1/03,262500,360,264,0,No PMI Insurance,Oxnard,CA,93035,593,,,,,,0,,,,,,,,,CURRENT,0,,,390000,3/11/03,231831.89,0.0625,12/5/10,649,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,PMI,1,0.1299,34000,7/13/01,9/1/01,27200,240,129,0,Mgic-Premiums Paid By Trustee,Bradford,TN,38316,465,,,,,,0,,,,,,,,,60 DPD,0,,,31850,1/8/07,22162.52,0.1299,10/29/10,548,N,Y,,,N,,,3750
,,SF,P,SUBPRIME,R,CONV,1,0.0645,141000,12/5/03,1/1/04,112800,360,275,0,No PMI Insurance,Saint George,UT,84770,680,,,,,,0,,,,,,,,,CURRENT,0,,,,,101839.77,0.0645,12/8/10,535,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,2,0.12625,340000,6/29/06,8/1/06,66150,360,306,310,No PMI Insurance,Tallahassee,FL,32303,626,,,,,,,,,,,,,,,CURRENT,0,9/24/10,,280000,7/12/10,73431.56,0.02,12/23/10,495,N,Y,267391.46,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.07,95000,11/29/02,1/1/03,86925,300,206,0,No PMI Insurance,Savannah,TN,38372,628,,,,,,0,,,,,,,,,REPERF,0,,,86500,7/14/10,73723.16,0.07,12/20/10,519,Y,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0655,103000,11/14/06,1/1/07,82000,360,312,360,No PMI Insurance,Bethany,OK,73008,592,,,,,,,,,,,,,,,30 DPD,0,,,90529,11/10/10,78065.46,0.0655,11/29/10,706,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,R,PMI,1,0.0665,119000,6/17/03,8/1/03,95200,360,270,0,Mgic-Premiums Paid By Trustee,Rossville,IN,46065,564,0.06,0.1365,0.0665,,0.015,0,6,6W1BD,7/1/05,0.015,6,0,,6,CURRENT,0,,,89900,4/29/09,87859.72,0.0675,12/14/10,499,N,Y,,,N,,,5000
,,2F,P,SUBPRIME,P,CONV,2,0.1025,270000,7/29/05,9/1/05,24000,180,115,0,No PMI Insurance,Calumet City,IL,60409,596,,,,,,0,,,,,,,,,CURRENT,0,,,140000,7/28/09,19206.15,0.1025,12/15/10,623,N,Y,204281.5,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0705,265000,1/30/07,4/1/07,124550,360,314,360,No PMI Insurance,Honey Brook,PA,19344,698,,,,,,60,,,,,,,,,CURRENT,0,,,270000,2/13/07,124550,0.0705,12/3/10,758,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,CONV,1,0.0865,161000,11/16/06,1/1/07,144900,367,317,480,No PMI Insurance,Cartersville,GA,30120,596,,,,,,0,,,,,,,,,CURRENT,64000,9/29/10,,112000,5/6/10,115709.86,0.02,12/28/10,574,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,CONV,1,0.089,235000,1/12/07,3/1/07,199750,360,335,360,No PMI Insurance,Everett,WA,98203,525,0.055,0.149,0.089,,0.01,0,6,6W1BD,2/1/09,0.01,6,0,,6,FC,0,,5/9/09,125000,9/15/10,196835.2,0.089,11/24/09,456,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,CONV,2,0.1499,96678,4/28/03,6/1/03,38214.96,300,208,300,No PMI Insurance,Bixby,OK,74008,551,,,,,,0,,,,,,,,,CURRENT,0,8/28/07,,85891,8/2/02,33198.33,0.08,12/3/10,627,N,Y,70416,12/31/03,N,,,7500
,,SF,P,SUBPRIME,,CONV,1,0.095,59050,12/17/84,2/1/85,58950,360,48,0,No PMI Insurance,San Antonio,TX,78245,550,,,,,,0,,,,,,,,,CURRENT,0,,,,,19426.34,0.095,12/16/10,676,N,N,,,N,,,VARIOUS
,,PD,P,SUBPRIME,R,CONV,1,0.068,228200,2/19/04,4/1/04,182560,360,278,360,No PMI Insurance,Oklahoma City,OK,73142,629,,,,,,,,,,,,,,,CURRENT,0,,,,,166616.31,0.068,12/31/10,592,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0898,79000,4/24/02,5/29/02,70000,360,259,360,No PMI Insurance,Cross,SC,294360000,636,,,,,,0,,,,,,,,,90 DPD,0,,,55000,11/8/10,63908.99,0.0898,12/10/10,521,N,Y,,,N,,,5000
,,SF,S,ALT A,P,CONV,1,0.07375,103000,3/8/06,5/1/06,72100,360,304,360,No PMI Insurance,Holden,MO,64040,,,,,,,,,,,,,,,,30 DPD,0,,,100500,7/28/08,72026.81,0.07375,12/17/10,632,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.1075,90000,9/5/00,10/11/00,76500,180,60,0,No PMI Insurance,Dayton,OH,45403,617,,,,,,0,,,,,,,,,REPERF,0,,,18000,9/22/10,39392,0.1075,12/30/10,586,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.09,110000,7/28/06,9/1/06,109500,336,306,516,No PMI Insurance,Lancaster,OH,43130,,,,,,,0,,,,,,,,,CURRENT,0,11/20/08,,92332,8/20/09,108110.1,0.09,12/31/10,488,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,R,CONV,1,0.1025,90000,3/30/01,5/10/01,72000,180,96,360,No PMI Insurance,Knox,IN,46534,566,,,,,,0,,,,,,,,,FC,0,,9/17/08,72000,12/20/10,68158.24,0.1025,6/21/08,521,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08,150000,7/19/06,9/1/06,120000,360,319,540,No PMI Insurance,Bangor,PA,18013,,,,,,,0,,,,,,,,,FC,0,,8/13/10,145000,12/20/10,118957.86,0.08,6/17/10,484,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,R,CONV,1,0.0875,146000,7/29/02,9/1/02,94900,360,325,0,No PMI Insurance,Chicago,IL,60617,486,0.0725,0.1575,0.0875,,0.015,0,6,6W1BD,8/1/04,0.015,6,0,,6,FC,0,,8/29/03,70000,10/5/10,92895.04,0.1,4/3/09,547,N,Y,,,N,,,5000
,,SF,P,PRIME,R,CONV,1,0.05875,195000,7/26/05,9/1/05,136999,360,308,360,No PMI Insurance,Palm Bay,FL,32907,,,,,,,,,,,,,,,,FC,0,,3/23/10,58000,10/27/10,128878.66,0.05875,,615,N,N,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.068,423000,2/8/07,4/1/07,380700,360,326,600,No PMI Insurance,Antelope,CA,95843,602,0.0605,0.138,0.068,,0.015,,6,6W1BD,3/1/10,0.015,6,0,,6,REO,0,,4/21/10,172500,12/22/10,376424.33,0.068,12/7/09,644,N,Y,,,N,,,5000
,,SF,S,SUBPRIME,C,CONV,1,0.088,320000,12/22/06,2/1/07,272000,360,322,480,No PMI Insurance,Boca Raton,FL,33428,586,0.06,0.148,0.088,,0.01,,6,6WSLB,1/1/09,0.01,6,0,,6,90 DPD,0,,,175000,8/6/10,269390.29,0.088,11/30/10,516,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,P,PMI,1,0.07375,152000,5/29/07,7/1/07,152000,360,317,360,PMI Mortgage Ins Co,Memphis,TN,38133,,,,,,,,,,,,,,,,CURRENT,0,,,,,146013.39,0.07375,12/28/10,589,N,N,,,N,,,2500
,,SF,P,SUBPRIME,P,PMI,1,0.08125,120000,8/14/06,10/1/06,115000,360,307,360,United Guaranty Ins,Baxter Springs,KS,66713,,0.005,0.08125,0.07625,,0,,12,PAYHS,9/1/08,0,12,0,48,12,CURRENT,0,,,130927,5/12/09,98237.32,0.07625,12/6/10,653,N,N,,,N,,,2500
,,CO,P,SUBPRIME,C,CONV,1,0.08,380000,7/11/05,9/1/05,323000,360,293,0,No PMI Insurance,Pikesville,MD,21208,553,0.0699,0.14,0.08,,0.015,0,6,6WSLB,8/1/07,0.015,6,0,,6,CURRENT,0,,,300000,12/7/10,273911.49,0.08,12/22/10,676,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,PMI,1,0.07,85000,5/11/07,7/1/07,85000,360,321,360,General Electric Ins,Salina,KS,67401,,,,,,,,,,,,,,,,FC,0,,12/24/10,,,82025.36,0.07,8/15/10,656,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.1025,300000,7/10/06,8/1/06,210000,360,336,360,No PMI Insurance,Alabaster,AL,35007,,0.09,0.1625,0.1025,,0.01,,6,6W1BD,7/1/09,0.01,6,0,,6,FC,0,,10/13/09,270000,9/1/10,207772.41,0.1025,8/14/09,491,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.062,270000,4/19/04,6/1/04,202500,360,280,0,No PMI Insurance,Miami,FL,33185,689,,,,,,0,,,,,,,,,CURRENT,0,,,,,183276.01,0.062,12/6/10,630,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.1394,93000,8/14/00,9/20/00,65100,360,236,0,No PMI Insurance,Creedmoor,NC,27522,494,,,,,,0,,,,,,,,,CURRENT,0,,,90000,7/29/09,61929.9,0.13935,12/22/10,525,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.067,113000,12/19/03,2/1/04,49000,240,156,0,No PMI Insurance,Atlanta,GA,30331,703,,,,,,0,,,,,,,,,CURRENT,0,,,,,38608.31,0.067,12/8/10,685,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,C,CONV,1,0.095,245000,3/24/00,5/1/00,200000,360,268,0,No PMI Insurance,Albuquerque,NM,87110,461,0.06125,0.165,0.095,,0.015,0,6,6WSLB,4/1/02,0.015,6,0,,6,REO,0,,2/15/08,179550,12/24/10,187935.32,0.115,12/10/07,546,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,2,0.08,435000,9/19/06,11/1/06,86678,336,310,456,No PMI Insurance,Moyock,NC,27958,619,,,,,,,,,,,,,,,30 DPD,0,10/21/08,,250000,9/30/10,89398.78,0.08,12/30/10,488,N,Y,357592.57,12/31/10,Y,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0528,212000,6/17/04,8/1/04,158080,360,282,360,No PMI Insurance,Willards,MD,21874,741,,,,,,,,,,,,,,,CURRENT,0,,,,,141597.35,0.0528,12/4/10,695,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.075,520000,9/13/05,11/1/08,416000,324,297,294,No PMI Insurance,Rowland Heights,CA,91748,568,,,,,,,,,,,,,,,CURRENT,0,11/15/10,,358492,2/24/10,440521.4,0.02,11/15/10,528,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.06875,108000,3/1/05,4/1/05,74175,360,289,360,No PMI Insurance,Tampa,FL,33605,769,,,,,,,,,,,,,,,CURRENT,0,,,90691,9/10/09,68400.66,0.06875,12/29/10,797,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.08375,210000,8/30/06,10/1/06,168000,360,328,540,No PMI Insurance,Bradenton,FL,34205,,0.07375,0.14375,0.08375,,0.01,0,12,6W1BD,9/1/08,0.01,12,0,,12,FC,0,,3/16/10,82000,7/29/10,167150.44,0.105,9/4/09,582,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,C,FHAT1,2,0.1399,68085,5/26/95,6/26/95,9885,240,53,240,FHA,Copperas Cove,TX,76522,702,,,,,,0,,,,,,,,,CURRENT,0,,,,,4473.09,0.1399,12/2/10,516,N,Y,47406.66,6/17/05,N,,,5000
,,SF,P,SUBPRIME,C,FHAT1,2,0.1399,121000,3/28/96,5/1/96,25000,240,63,240,FHA,Glendale,AZ,85306,613,,,,,,0,,,,,,,,,CURRENT,0,,,,,13548.17,0.1399,11/29/10,705,N,Y,999999.99,6/2/08,N,,,5000
,,SF,P,SUBPRIME,,FHAUN,1,,56850,4/1/93,6/1/93,56850,360,149,360,No PMI Insurance,Topeka,KS,666091432,618,0.02,0.105,0.005,,0.01,0,12,W1YTB,7/1/94,0.01,12,0,,12,30 DPD,0,,,69000,11/15/00,34038.92,0.03875,11/26/10,667,N,Y,,,N,,,6000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,180000,2/19/02,4/1/02,129500,360,253,360,No PMI Insurance,Rochester,MI,48307,,,,,,,0,,,,,,,,,CURRENT,0,,,,,114581.34,0.0799,12/31/10,661,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.08,92000,12/1/98,12/1/03,73684.1,349,281,349,No PMI Insurance,Spokane,WA,99205,466,,,,,,0,,,,,,,,,FC,0,12/5/03,2/5/09,100000,11/19/10,69175.22,0.08,12/28/10,490,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0725,320000,3/30/05,5/1/05,256000,360,326,360,No PMI Insurance,Rollins,MT,59931,,,,,,,,,,,,,,,,REO,0,,5/30/08,144000,12/31/10,248730.78,0.0725,,485,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.0568,205000,2/20/04,4/1/04,182963,360,290,360,No PMI Insurance,Ocean City,MD,21842,660,,,,,,,,,,,,,,,90 DPD,0,,,180000,7/2/10,167216.87,0.0568,7/13/10,558,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.07,68000,8/28/00,10/20/00,56950,273,261,273,No PMI Insurance,Pittsburgh,PA,15204,520,,,,,,0,,,,,,,,,FC,0,11/18/08,3/13/10,67000,10/28/10,39649.02,0.07,9/28/09,512,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.0935,65000,11/24/99,1/1/00,58500,360,227,0,No PMI Insurance,Atlanta,GA,30307,532,,,,,,0,,,,,,,,,CURRENT,0,,,120000,9/15/05,51528.87,0.0935,12/6/10,699,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,,CONV,1,0.0738,135000,4/18/03,6/1/03,103920,360,268,0,No PMI Insurance,Colorado Springs,CO,80909,553,0.0575,0.1338,0.0738,,0.01,0,6,6W1BD,5/1/05,0.01,6,0,,6,CURRENT,0,,,,,96454.05,0.0738,12/16/10,602,N,Y,,,N,17649.4,12/31/10,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0775,114800,9/15/05,11/1/05,99000,360,296,300,No PMI Insurance,Florissant,MO,63031,615,,,,,,,,,,,,,,,CURRENT,0,11/4/10,,83000,8/11/10,97670.11,0.0775,12/13/10,553,N,Y,,,N,9101.4,12/31/10,5000
,,SF,P,SUBPRIME,P,CONV,1,0.095,87000,7/31/06,10/1/06,64000,360,317,360,No PMI Insurance,Morristown,TN,37814,541,,,,,,,,,,,,,,,90 DPD,0,,,90000,11/24/10,62114.7,0.095,5/14/10,438,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,P,CONV,1,0.0875,80000,5/26/06,7/1/06,79500,360,305,308,No PMI Insurance,Philadelphia,PA,19124,621,,,,,,,,,,,,,,,CURRENT,0,10/26/10,,84000,5/14/10,79837.25,0.04125,11/28/10,510,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.08,114000,8/26/04,10/1/04,114000,360,291,360,No PMI Insurance,Boiling Springs,SC,29316,628,,,,,,,,,,,,,,,90 DPD,0,,,101000,12/15/10,107446.57,0.08,7/9/10,627,N,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.065,205000,6/22/06,8/1/06,160000,360,315,540,No PMI Insurance,Colorado Springs,CO,80916,686,0.055,0.125,0.065,,0.01,,12,6W1BD,7/1/09,0.01,12,0,,12,FC,0,,10/26/10,165000,12/10/10,157579.45,0.0675,9/2/10,500,N,Y,,,N,,,1500
,,SF,P,SUBPRIME,P,CONV,1,0.08,140000,5/14/04,7/1/04,76000,360,280,360,No PMI Insurance,Austin,TX,78723,640,0.0625,0.14,0.08,,0.01,,6,6W1BD,6/1/06,0.01,6,0,,6,CURRENT,0,,,,,71644.14,0.08,12/6/10,563,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,229000,10/12/06,12/1/06,180000,360,310,319,No PMI Insurance,Las Vegas,NV,89115,562,,,,,,,,,,,,,,,CURRENT,0,3/15/10,,44000,2/11/10,179359.03,0.0499,12/16/10,638,N,Y,,,N,,,5000
,,SF,I,SUBPRIME,C,CONV,1,0.0799,177000,2/28/03,4/1/03,85500,360,267,0,No PMI Insurance,Baton Rouge,LA,70817,572,,,,,,0,,,,,,,,,30 DPD,0,,,152500,3/11/03,78225.58,0.0799,11/24/10,627,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,C,CONV,1,0.0799,210000,7/14/06,9/1/06,48000,360,307,360,No PMI Insurance,Medford,OR,97501,,,,,,,,,,,,,,,,CURRENT,0,,,132502,4/28/09,46002.71,0.0799,10/1/10,491,Y,Y,,,N,,,5000
,,PD,P,SUBPRIME,P,CONV,1,0.0775,335000,6/30/06,8/1/06,263500,360,317,540,No PMI Insurance,North Las Vegas,NV,89081,646,0.0675,0.1375,0.0775,,0.01,,12,6W1BD,7/1/13,0.01,12,0,,12,90 DPD,0,4/23/08,,110000,9/15/10,260889.78,0.0775,2/1/10,481,N,Y,,,N,,,5000
,,SF,P,SUBPRIME,R,CONV,1,0.065,138000,7/27/05,9/1/05,110400,360,295,360,No PMI Insurance,Willow Spring,NC,27592,,,,,,,,,,,,,,,,CURRENT,0,,,,,102594.56,0.065,12/10/10,724,N,N,,,N,,,2500
,,SF,P,SUBPRIME,C,CONV,1,0.075,260000,9/22/05,11/1/05,208000,360,297,360,No PMI Insurance,Mchenry,IL,60050,,,,,,,,,,,,,,,,CURRENT,0,,,,,196353.92,0.075,12/2/10,701,N,N,,,N,,,2500
